track_id,duration,key,loudness,mode,tempo,time_sig
TRACCJA128F149A144,197.19791,4,-29.75,1,127.782,4
TRACCSW128F148C7C3,222.92853,1,-9.035,1,93.056,4
TRACCVZ128F4291A8A,280.21506,5,-3.306,1,173.205,5
TRACDCZ128F4285AE0,146.83383,7,-13.12,1,90.61,4
TRACFAP128E07862C1,222.09261,10,-7.974,1,106.769,4
TRACFOJ128F4253EFA,283.74159,0,-11.766,1,116.621,1
TRACFOV128F9340D81,290.63791,4,-6.664,1,123.635,4
TRACFWQ12903CF8148,297.76934,0,-9.911,1,140.173,4
TRACFXL128F930B28B,307.35628,6,-7.769,0,135.982,4
TRACFZI128E0795424,212.29669,6,-3.753,0,85.029,4
TRACHFO12903CB3009,207.51628,11,-6.748,1,117.985,4
TRACHHH128E0788A35,149.91628,11,-8.225,1,165.546,3
TRACHKX128F934B07A,280.24118,0,-9.074,1,64.811,4
TRACICJ128F14ADFB8,163.082,9,-7.005,1,122.403,4
TRACISV12903D13877,138.4224,9,-4.994,0,201.951,4
TRACJPW128F932CA4C,286.24934,9,-9.033,0,119.428,4
TRACJWY12903CB7DBF,194.37669,2,-11.663,1,74.809,4
TRACKAP128F425B741,347.84608,4,-6.774,0,152.214,3
TRACKVZ128F4285793,242.59873,8,-11.484,1,151.882,4
TRACKWV128F934B6B0,225.64526,10,-4.442,0,110.994,4
TRACLHC128F9343C39,215.11791,11,-5.945,1,101.742,4
TRACLRS12903CE9386,159.60771,9,-13.592,1,105.202,4
TRACLRV128EF33FAB8,209.99791,7,-6.186,1,145.689,5
TRACMCG128F92CE225,321.17506,4,-3.973,0,100.604,4
TRACMHD128F931FB14,218.61832,9,-2.599,0,200.061,4
TRACMMG128F146D705,198.05995,4,-1.479,0,76.986,3
TRACMXG12903CA2541,319.60771,8,-13.792,1,102.328,4
TRACNXS128F93395BA,248.78975,5,-11.814,1,128.598,1
TRACNXU12903C9CDFF,318.9024,4,-4.99,1,84.103,4
TRACOHQ128F424C5EF,323.18649,7,-4.238,1,150.11,4
TRACOSS12903CE4724,262.79138,1,-12.139,1,98.645,5
TRACOTY128F930BCFA,170.50077,8,-13.898,1,166.05,4
TRACOUL128F425BDE0,252.52526,6,-5.434,0,215.916,5
TRACPIC128E0792500,129.88036,7,-3.487,1,130.716,1
TRACRON12903CB59E6,269.73995,7,-7.462,1,103.009,4
TRACRTS128F9300F7E,85.26322,9,-9.614,0,86.536,4
TRACRVJ128F14661D6,196.64934,6,-2.932,1,108.831,4
TRACSBL128F42480E8,271.85587,4,-4.002,1,120.119,4
TRACSIE128F427F98E,275.69587,6,-6.518,1,80.979,4
TRACSTF128F4238A87,204.53832,10,-9.84,1,110.666,4
TRACTHF128F4295A22,259.68281,2,-18.184,1,141.51,4
TRACTLX128F42A51F6,417.67138,5,-7.865,1,181.549,4
TRACTUH128F92C93A3,189.30893,2,-7.54,1,86.902,5
TRACTWW12903CB7550,263.8624,4,-5.498,1,136.459,4
TRACUCQ128F92FFBF7,298.89261,0,-6.375,1,119.903,4
TRACUCT128F422BC2F,189.75302,9,-5.991,1,168.248,4
TRACVBQ128E07855EE,164.8322,9,-5.946,1,130.64,5
TRACVFF12903CF055A,194.40281,7,-6.942,0,145.228,4
TRACVSS128E07846A7,174.602,11,-4.022,1,142.01,4
TRACWBO128F92F322F,184.2673,6,-10.72,1,98.623,1
TRACWFA128F4265BDF,149.55057,2,-3.287,1,115.606,4
TRACWYD128F1465B4A,352.86159,8,-9.055,1,41.21,4
TRACXGH128F931686C,324.70159,11,-11.359,1,167.841,4
TRACXYU128F425EEE8,238.44526,4,-11.258,0,88.018,5
TRACYCJ128F9309246,223.52934,10,-5.304,0,111.004,4
TRACYDP128F932BC8E,173.37424,9,-5.516,1,201.333,4
TRACYMH12903CA01DF,257.2273,1,-2.769,1,140.994,4
TRACYOV128F92CB613,118.49098,9,-12.708,1,173.709,4
TRACZJA128F429E665,231.54893,2,-7.299,1,185.97,4
TRADABC128F4274FCC,195.5522,0,-6.675,1,196.137,4
TRADAFY128F145B77B,159.34649,7,-16.163,1,42.654,4
TRADAYS12903CDBE0F,221.962,2,-28.946,1,104.469,3
TRADAZP12903D0A480,180.71465,6,-4.834,0,86.01,4
TRADBXG12903CBDEC5,225.33179,10,-4.166,0,178.574,1
TRADCHC128F42134B5,260.33587,1,-5.869,1,100.694,4
TRADCIM128F427A3A1,238.47138,5,-3.947,1,183.58,1
TRADCUZ128F92E6775,286.85016,5,-17.661,1,150.032,4
TRADDBK128F1483FF8,195.52608,2,-8.775,0,146.484,1
TRADDCV128F423BAB0,286.56281,11,-5.575,1,240.761,4
TRADDRF128F145869F,308.94975,7,-14.178,1,139.402,3
TRADDYJ128F4275431,223.39873,6,-5.384,1,143.951,4
TRADESF128F4214D8E,237.13914,8,-8.591,1,156.65,1
TRADFAQ128F428AC13,198.81751,7,-9.296,0,133.912,1
TRADFID128F4267231,312.13669,9,-7.207,1,122.243,4
TRADFII128F931FC9F,472.45016,3,-3.258,1,111.504,4
TRADFJJ128F934857E,163.29098,7,-5.084,1,126.464,1
TRADFOJ128F425107D,274.15465,1,-6.016,1,168.013,4
TRADFOQ128F9335409,208.56118,5,-7.877,1,121.91,4
TRADFQK128F422B492,108.40771,0,-6.695,1,131.078,4
TRADFXD128F424694C,144.03873,7,-3.942,1,152.041,4
TRADGLP128F427A172,210.05016,7,-6.107,1,127.803,4
TRADGWP128F42618E4,451.44771,9,-3.871,1,130.126,5
TRADGXI128F92EF28F,204.40771,3,-2.192,1,194.532,3
TRADHGK128F428A000,229.51138,9,-3.918,1,168.21,4
TRADHLD128F4241363,248.81587,4,-3.961,0,150.163,4
TRADHLI128F428FEFD,125.90975,11,-9.96,0,186.159,4
TRADHUZ128F148885D,217.02485,11,-13.578,0,89.168,4
TRADHXU12903CB4400,204.5122,9,-5.286,0,220.104,3
TRADJAO128F146D76E,265.63873,2,-10.557,1,116.282,4
TRADJGI128F148B0F6,208.32608,2,-6.067,1,136.932,4
TRADJHU128F425459F,295.23546,4,-6.163,1,124.078,3
TRADJKG12903CE049F,228.98893,7,-3.257,0,88.127,4
TRADJSM128F14894AA,228.98893,0,-9.978,1,97.342,4
TRADKAX128E0786B92,195.29098,7,-7.163,1,150.155,4
TRADKDX128F9320676,253.67465,2,-7.442,1,150.83,3
TRADKLT128F9304E1D,277.99465,7,-8.878,1,80.023,4
TRADLBJ128F423A031,263.00036,11,-13.163,0,62.894,1
TRADLYD128F92FEBFF,217.5473,4,-7.996,1,158.517,4
TRADMAJ128F92F566E,239.67302,11,-3.593,1,99.995,4
TRADMFK12903CC2478,136.98567,6,-5.654,0,154.211,3
TRADNRG128F4295A0E,232.64608,2,-19.991,1,74.665,3
TRADNRU128F428AC6D,180.81914,9,-5.098,0,121.805,4
TRADOAJ128F428DA46,257.01832,0,-1.977,1,170.412,1
TRADODV128F4283EB6,224.62649,6,-5.627,0,103.433,4
TRADOSF128F9338ADB,194.61179,0,-7.683,0,110.178,4
TRADOWO12903CD9BA2,160.57424,11,-16.399,1,83.053,3
TRADOZB128F42312BB,214.7522,9,-5.8,1,124.22,4
TRADPDI128F92EBD32,217.10322,2,-5.75,1,146.683,4
TRADPPX128E078B0BC,198.76526,10,-11.611,1,104.799,4
TRADQBK128F92E8B5F,215.74485,11,-6.81,1,151.936,4
TRADQJL128F92D9957,351.32036,2,-7.168,1,128.976,4
TRADRED12903CA4B7C,240.69179,3,-5.762,1,103.206,4
TRADRHX12903CCD1DF,196.62322,11,-14.301,0,96.027,3
TRADRJK128E078F041,259.76118,5,-10.175,1,137.342,4
TRADRNN128F92F7172,242.15465,6,-3.38,0,95.464,4
TRADROR128F42936A4,495.38567,9,-5.085,1,140.013,4
TRADSQZ128F42707D7,191.9473,7,-7.711,1,97.643,4
TRADSVJ12903C9CDFA,265.97832,7,-5.425,1,150.116,4
TRADTID128F9305BC4,200.56771,1,-5.041,1,199.747,4
TRADUKH128F4256D1B,248.81587,0,-8.432,1,168.193,4
TRADUOU12903CF4323,443.68934,3,-6.465,0,100.331,7
TRADVSU128E0786371,252.86485,3,-10.468,1,123.997,4
TRADWAU128F145622F,194.97751,2,-9.769,1,91.453,4
TRADWOB12903C9D1EB,244.50567,2,-13.311,0,87.136,4
TRADXCF128EF357134,209.162,8,-7.078,1,125.057,4
TRADXCO128F426B26D,238.41914,5,-7.404,1,123.81,5
TRADXMA128F4276D94,154.30485,2,-8.328,0,94.905,4
TRADXNV128F42B4DFE,267.20608,6,-6.069,1,101.059,4
TRADYJM128F427E05B,355.29098,9,-16.136,0,105.025,4
TRADYQK128F42A762A,296.95955,2,-4.854,0,128.134,4
TRADZQV128F14A5760,145.162,3,-6.643,1,129.781,1
TRADZXK128F429DB92,166.29506,2,-6.467,1,82.909,4
TRADZZP128F428BCE6,217.20771,6,-4.272,0,154.093,4
TRAEADK128F4270AA6,978.442,9,-11.524,0,134.075,4
TRAEARU128E0781A02,313.70404,0,-12.679,1,137.068,4
TRAEASY128F148247C,189.70077,6,-12.1,1,119.683,3
TRAEAZV12903D0CBA6,399.882,3,-10.648,1,85.399,4
TRAEBXS128F429933A,225.48853,6,-4.947,0,106.919,4
TRAECBR128F429F8C0,206.81098,0,-3.738,0,85.331,3
TRAECSU128F426A84A,277.81179,11,-5.431,1,133.005,4
TRAECWI128F4226133,200.75057,7,-11.448,1,202.829,4
TRAEDXO128F421B908,404.06159,2,-4.462,0,120.25,3
TRAEDYD128F425A868,80.53506,5,-6.855,1,104.783,4
TRAEFDK128F1473B92,168.01914,6,-11.803,1,103.088,1
TRAEFON128E078C6F8,307.722,0,-8.392,1,75.706,4
TRAEFUS12903CC2779,84.16608,3,-11.433,1,155.05,1
TRAEGAZ128F426240C,179.01669,3,-14.403,1,80.999,7
TRAEGGV128F92F29B2,201.03791,4,-4.65,0,177.152,4
TRAEGUL128E078B0C1,211.40853,10,-14.172,0,95.655,4
TRAEHNA128F423786C,320.05179,2,-5.647,1,173.652,4
TRAEHOI12903CD02C8,252.682,5,-12.239,1,112.781,4
TRAEHTU128F93353E5,204.66893,8,-7.787,1,189.758,4
TRAEHXW128F146F3C5,188.96934,0,-12.193,1,174.785,4
TRAEHYF128F148AE0C,209.55383,11,-8.43,0,166.026,4
TRAEIIO128F92E08FD,131.81342,7,-3.525,1,93.021,4
TRAEJPC12903CD420E,285.70077,4,-8.712,1,122.004,4
TRAELHH128F92CF21E,211.01669,0,-6.301,0,150.096,5
TRAEMDH128F146B548,169.482,4,-7.548,1,182.922,3
TRAEMGL128F4266177,263.67955,10,-15.406,0,89.394,4
TRAEMNZ128F9334662,335.33342,2,-5.763,1,76.096,1
TRAEMTU128EF363016,258.87302,7,-14.647,1,99.587,4
TRAEMXB128F429FA26,183.09179,7,-14.663,1,101.713,1
TRAEMZO12903CC525F,296.202,11,-10.015,0,109.731,4
TRAENGX12903CBDFF6,356.54485,2,-10.06,1,129.277,4
TRAENOH128F933978A,262.37342,10,-11.291,1,129.047,4
TRAENVO128E0781A16,205.66159,2,-7.119,1,94.082,4
TRAENYD128F424AA32,235.4673,6,-9.087,1,100.009,4
TRAEOBA12903CAFAB0,180.13995,10,-4.422,1,121.354,3
TRAEOGO128F93302B9,264.07138,2,-5.202,1,162.002,4
TRAEOMS128F4262357,143.64689,7,-11.661,1,156.079,1
TRAEOOH128F934ACD4,189.57016,1,-3.492,1,169.237,4
TRAEOUE128F93187B9,212.92363,2,-5.429,1,209.739,4
TRAEPAC12903CE5DC8,160.93995,1,-8.758,1,88.745,3
TRAEPAW128F4285BAB,165.40689,0,-12.987,1,147.508,4
TRAEPGH128F9343CD8,171.10159,0,-6.176,1,115.737,5
TRAEPGQ128F932AE6D,195.3171,3,-13.141,1,93.312,1
TRAEPPP128F92F11E8,253.41342,10,-6.033,0,90.882,4
TRAEPZJ12903CB00C4,222.27546,11,-6.338,0,160.783,4
TRAEQQE128F42920E3,168.48934,4,-10.38,1,89.219,3
TRAEQWJ12903CF5475,243.46077,6,-6.574,1,108.009,4
TRAEQZR128F92E9D73,160.7571,2,-13.321,1,148.653,4
TRAEROB12903CE3E7D,108.93016,11,-5.356,0,148.712,4
TRAERPT128F931103E,172.72118,4,-7.343,1,107.455,3
TRAESDC12903CCEA5E,269.40036,7,-7.594,1,154.286,1
TRAESJK128E0792227,171.72853,0,-5.92,1,86.007,4
TRAESQE128F92D0349,235.96363,7,-3.723,1,98.001,4
TRAESRT12903CC70CE,211.46077,9,-4.392,1,109.982,4
TRAETAG128F93385AE,501.05424,2,-8.508,1,148.642,4
TRAETPQ128F92E562A,168.46322,0,-11.106,1,105.459,1
TRAETTV12903CBBD09,528.14322,0,-12.797,1,175.663,3
TRAETYC128F933BBF4,287.242,11,-5.612,0,149.591,4
TRAEUHN128F92E2C7F,294.08608,6,-6.477,0,125.95,4
TRAEUIW12903D018F0,196.20526,2,-7.045,1,107.042,4
TRAEUVH128F422559A,224.91383,7,-7.29,1,122.026,4
TRAEVHU128F92D9EA0,225.67138,4,-12.637,1,103.647,4
TRAEVIA12903CC3C37,160.07791,2,-6.671,1,122.495,4
TRAEVLO128F933DE9E,227.5522,1,-5.355,1,64.734,7
TRAEVRI128F93608F3,216.92036,0,-8.238,1,123.943,4
TRAEVRU128F4263351,78.96771,10,-21.997,1,59.253,1
TRAEVTK128F9337030,222.14485,6,-4.487,0,182.98,4
TRAEWHH128F428F3AB,216.05832,6,-4.773,1,157.001,4
TRAEWLF128F42B1F89,233.42975,10,-6.209,0,220.031,4
TRAEXEA128F933C67D,159.60771,9,-9.224,1,125.1,4
TRAEXHW128F92E2602,254.51057,1,-4.952,1,91.97,4
TRAEXTM128E07811E1,149.99465,5,-9.035,1,110.768,4
TRAEZFJ128F422A5C0,225.20118,10,-3.198,1,142.946,5
TRAFAAS12903CF0BE2,323.7873,2,-6.994,1,122.0,4
TRAFABO128F933DE53,276.45342,7,-6.51,1,150.012,4
TRAFAID128F4243DAF,242.28526,6,-10.481,0,152.02,4
TRAFAJC128E078888B,82.85995,4,-19.368,0,159.212,3
TRAFAQY12903CA70F7,170.84036,10,-2.323,1,145.18,4
TRAFBML128F93163FB,207.17669,11,-6.186,0,189.825,4
TRAFBVU128F426B3F6,317.36118,10,-4.061,1,112.277,4
TRAFCVI128C7196BE6,237.45261,10,-13.486,1,158.57,4
TRAFCWJ128F42515AE,271.22893,5,-10.913,1,80.864,1
TRAFDFD128F14B07AB,149.18485,2,-7.848,1,120.183,4
TRAFEEO12903CFEC87,409.96526,9,-2.93,1,116.49,4
TRAFEPC128F4237505,330.26567,5,-7.294,1,133.155,5
TRAFGKU128F42889EF,247.71873,6,-8.64,0,80.996,4
TRAFGMJ128F930F532,241.97179,1,-9.295,1,171.329,3
TRAFGYR128F930F410,231.94077,10,-14.1,0,140.019,5
TRAFHJI128F9302CFF,187.24526,1,-5.73,1,109.072,5
TRAFHKA128F429F7C0,162.87302,0,-16.055,0,174.609,4
TRAFHWP128F9333343,262.24281,0,-8.285,1,130.513,3
TRAFIGU12903CC70C2,214.09914,9,-4.678,0,113.966,4
TRAFIHK12903CBDFF1,233.66485,4,-11.104,0,160.052,3
TRAFIQB128F423DCBA,215.43138,2,-12.067,1,157.532,4
TRAFISG128F4263F8A,116.4273,7,-9.873,1,130.815,1
TRAFJIW128E078E1DE,235.10159,6,-6.618,1,94.993,4
TRAFJVH128F42BC25E,247.562,6,-6.57,0,106.435,4
TRAFKDG12903CAB85C,277.10649,5,-7.077,1,116.992,4
TRAFKRE128F932002B,227.70893,1,-8.901,1,87.953,4
TRAFLMU128F4274A4D,274.78159,4,-5.958,1,92.998,5
TRAFLZY128F148959F,184.00608,4,-2.895,0,127.15,4
TRAFMHB12903CF4F12,201.74322,7,-14.173,1,111.428,4
TRAFMIA128F92E2B2B,210.54649,1,-12.26,0,130.325,1
TRAFMME128F932B4D5,140.40771,2,-4.459,0,207.974,4
TRAFMPX128F4246C49,219.81995,8,-3.67,1,91.011,4
TRAFNNT128F92E4E81,277.7073,7,-8.498,0,100.095,4
TRAFOKY128F4276D91,120.86812,6,-6.72,1,170.081,5
TRAFOKY128F92ED751,229.45914,9,-3.8,1,82.282,4
TRAFQFD128F9343706,152.65914,2,-3.478,1,181.748,1
TRAFQFM128E078EC97,289.30567,7,-2.973,1,174.69,4
TRAFQVV128F4260033,229.01506,4,-4.774,0,87.899,4
TRAFRCH12903CEA22D,153.33832,4,-5.92,1,133.986,4
TRAFRKU128F933CE16,404.58404,7,-8.087,1,119.713,4
TRAFRVU128F42649A6,222.30159,4,-7.3,1,161.456,4
TRAFRYJ128F92E638B,441.96526,10,-6.962,0,133.903,3
TRAFSLJ128F14913B0,163.39546,10,-20.524,1,128.601,1
TRAFTCT128F425A900,184.55465,7,-8.7,1,86.971,4
TRAFTFF128F930F77C,265.61261,10,-5.145,0,153.211,7
TRAFTMA128F933A3D7,273.78893,4,-10.27,0,193.575,1
TRAFTOE12903CF3F5E,115.25179,4,-14.562,1,59.983,4
TRAFUWI128F934C730,261.79873,8,-7.51,1,200.199,4
TRAFVDV128F42936BA,242.70322,2,-13.558,1,69.704,1
TRAFWEV128F428D391,210.07628,2,-8.522,1,189.616,4
TRAFWRG128F4295089,204.25098,7,-5.145,1,168.459,4
TRAFXCP128F93182DD,77.94893,6,-5.0,0,117.996,5
