,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18
TRATKXV128F92D0480,0.208205952724,0.00115740780769,0.0011574076414,0.140128258338,0.00115740740755,0.0011574076182,0.104027859234,0.00115740740741,0.00115740744959,0.00115740740741,0.00115740741033,0.00115740762726,0.53143422428,0.0011574075319,0.00115740756653,0.00115740763131,0.00115740746659,0.00115740745098
TRAYLSA12903CD02FC,0.00120772966059,0.00120772947764,0.00120772968301,0.0551364643277,0.00120772947062,0.00120772950276,0.00120772948644,0.00120772951195,0.00120772950893,0.00120772947431,0.00120772951121,0.00120772953343,0.430864853698,0.00120772955647,0.49588273903,0.00120772957993,0.00120772951396,0.0012077294726
TRAUXSO128F42B863C,0.000750750863638,0.0277777778531,0.00075075085627,0.00075075088039,0.000750750770256,0.000750750750751,0.000750750818415,0.00075075075795,0.0160361871198,0.000750750751006,0.000750750767159,0.944924772921,0.000750750831075,0.000750750782421,0.000750750914887,0.000750750828384,0.00075075077511,0.000750750757974
TRAGSJQ128F149EF8D,0.252571941025,0.000519210802388,0.0719965746484,0.0931520174904,0.000519210801178,0.000519210801158,0.0840285343507,0.000519210800775,0.000519210836924,0.000519210878833,0.000519210806806,0.220040923092,0.000519210855804,0.0151420102325,0.0754239193886,0.161548740011,0.0214224423669,0.000519210811499
TRANTOT128F428ACD8,0.339484961409,0.000721500730425,0.22754025586,0.137798743291,0.000721500721592,0.000721500721501,0.000721500743189,0.000721500730072,0.000721501041707,0.000721500725312,0.000721500721755,0.000721500746364,0.000721500846167,0.000721500778158,0.172713235872,0.113083293587,0.000721500752903,0.000721500722036
TRAVLNW128F4272F05,0.000771604939529,0.000771604938272,0.000771604938358,0.000771604938272,0.729831942965,0.257822378005,0.000771604938272,0.000771604938363,0.000771604938272,0.000771604941499,0.000771604951221,0.000771604938272,0.000771604938278,0.000771604938272,0.000771604938403,0.000771604938322,0.000771604938272,0.000771604938272
TRBHAAK128F92E27BF,0.00126262649852,0.00126262630962,0.305474626725,0.00126262640279,0.00126262626263,0.00126262626263,0.00126262645731,0.00126262631001,0.00126262630061,0.00126262626263,0.00126262627929,0.674323351343,0.00126262652656,0.00126262659622,0.00126262646328,0.00126262645676,0.00126262626263,0.0012626262798
TRALKBS128F423BB4C,0.000101010116456,0.00141145245892,0.120455764793,0.000101010115429,0.000101010104535,0.000101010105371,0.000101010124733,0.000101010102177,0.000101010114303,0.000101010107468,0.00010101010581,0.00819221922775,0.031477737285,0.000101010135815,0.0809556539435,0.615415738974,0.140980322083,0.00010101010204
TRBFSNP128F14572B5,0.000459136910439,0.000459136826997,0.523182564985,0.0707307479326,0.000459136881543,0.000459136829709,0.000459136834774,0.000459136822884,0.00045913686447,0.000459136861771,0.00045913683105,0.000459136826745,0.173996820103,0.000459136863774,0.190581220641,0.000459136851952,0.0355398673094,0.000459136822873
TRBDAVU128F423814A,0.000420875451699,0.000420875423306,0.000420875502008,0.0841888836257,0.000420875421103,0.000420875423134,0.00042087547698,0.000420875538379,0.000420875506057,0.000420875446779,0.000420875426031,0.00042087543427,0.000420875495729,0.000420875438134,0.874337049034,0.0351609355094,0.000420875424809,0.000420875422317
TRBCJUF128F93190C2,0.000394011128385,0.000394011033971,0.0303499438017,0.000394011067538,0.00039401103484,0.000394011032309,0.000394011104902,0.000394011032443,0.000394011076996,0.000394011033399,0.000394011051663,0.0251098046269,0.730367116608,0.000394011100517,0.136802787485,0.0722482036722,0.000394011072443,0.000394011036583
TRACJPW128F932CA4C,0.211622501234,0.211737165836,0.431997847326,0.000941619715427,0.000941619585688,0.000941619585688,0.032787100153,0.000941619585688,0.0281267654423,0.000941619606537,0.000941619651447,0.000941619754757,0.000941619690052,0.0724291841154,0.000941619641921,0.000941619683147,0.000941619585688,0.000941619807415
TRAKPET128F92FD69F,0.000703235009837,0.0102231451562,0.219632335574,0.000703234927788,0.00070323488045,0.000703234880644,0.000703235090882,0.00070323488113,0.000703235210523,0.000703234895111,0.00070323488243,0.0438236600221,0.617654412141,0.000703234945723,0.000703235014223,0.0995243926852,0.000703234919177,0.000703234883791
TRBGRWH128F92E3551,0.000730994248805,0.0106004693594,0.000730994353804,0.000730994305993,0.000730994155399,0.000730994164577,0.000730994161474,0.000730994152047,0.000730994214576,0.000730994153541,0.000730994152445,0.000730994210408,0.000730994203747,0.000730994172526,0.977703623504,0.000730994182374,0.000730994153241,0.000730994152047
TRAQOXO128F42636BD,0.18506120145,0.00673903573253,0.366291459694,0.000399680333497,0.000399680256163,0.000399680255796,0.000399680336962,0.000399680255796,0.059166433207,0.00039968028258,0.000399680259845,0.000399680282699,0.138629824476,0.0986525859585,0.0481753167408,0.093287339905,0.000399680316952,0.000399680256231
TRAAZBD128F427A97D,0.184283840223,0.00731071816162,0.000206526262762,0.17386327348,0.000206526231947,0.000206526248368,0.000206526266871,0.000206526229107,0.00020652627493,0.000206526230875,0.000206526232103,0.000206526256664,0.000206526265353,0.0541837745812,0.457526837326,0.12035324124,0.000206526259847,0.000206526228926
TRALGCD128F42A6346,0.00045167122276,0.000451671185308,0.000451671250928,0.0136109880176,0.000451671212513,0.000451671183379,0.0603352765685,0.000451671183823,0.000451671195362,0.000451671185827,0.0004516711968,0.000451671216562,0.565120708024,0.000451671239165,0.000451671303945,0.354609630366,0.000451671250826,0.000451671196837
TRACBLO128E0784286,0.00061728409012,0.000617283950618,0.189309677138,0.000617284051108,0.000617283975141,0.000617283959907,0.0450341509491,0.000617283971183,0.000617284050899,0.000617283954626,0.000617283972478,0.000617284011093,0.0798345839518,0.000617284038503,0.0644737702842,0.000617284104446,0.613323125574,0.000617283973161
TRBCTRX128F4299237,0.0003996802944,0.000399680260502,0.31626027994,0.0293177842838,0.000399680257985,0.000399680255796,0.0869380023067,0.00039968025734,0.000399680339799,0.0627304577063,0.000399680257202,0.00785634890474,0.113235582961,0.0133746178445,0.000399680305611,0.366290123281,0.000399680268214,0.000399680274364
TRAOBKM128F92F894E,0.000505050548861,0.000505050513909,0.253583392986,0.000505050568744,0.00050505050575,0.000505050505051,0.356520008699,0.000505050505051,0.050084756354,0.000505050505051,0.00050505051847,0.000505050521969,0.000505050593559,0.000505050514006,0.332741134611,0.000505050538243,0.000505050506281,0.000505050505051
TRAWMBE128F423A76C,0.0993292789404,0.0154613932035,0.131212852486,0.0898140295097,0.000336700343077,0.000336700338025,0.00912166040634,0.000336700389164,0.0733761107417,0.000336700375128,0.000336700346384,0.0154785516636,0.163099001156,0.0176608416397,0.205906635368,0.177182742379,0.000336700339234,0.000336700374369
TRBBFHG128F932B9D6,0.00102880682254,0.00102880669228,0.66154326696,0.0010288068497,0.00102880658436,0.00102880658436,0.0450310524727,0.00102880658723,0.0413105965749,0.00102880660764,0.00102880659071,0.0010288067027,0.0010288067402,0.237711790515,0.00102880670513,0.00102880672277,0.00102880670004,0.00102880658714
TRBDNZI128F14A9065,0.000572737779081,0.00949720770244,0.0757868172003,0.000572737709951,0.000572737774948,0.000572737687761,0.064378692698,0.000572737728181,0.00057273773653,0.000572737980714,0.000572737689522,0.000572737764562,0.151225892609,0.000572737792622,0.507442718148,0.177907187378,0.00746136892997,0.000572737691222
TRADLBJ128F423A031,0.000200561605501,0.000200561635839,0.000200561608295,0.021698336705,0.000200561575318,0.000200561589155,0.000200561585445,0.000200561573326,0.000200561623236,0.000200561577633,0.000200561574946,0.000200561596311,0.734395507527,0.000200561600562,0.000200561602926,0.240897731866,0.00020056157251,0.000200561580474
TRAAOYG128F9314996,0.00142450146698,0.0275155494515,0.928155308636,0.00142450145856,0.0014245014245,0.0014245014245,0.0229616198573,0.00142450144135,0.0014245014287,0.00142450142456,0.00142450144476,0.00142450144202,0.00142450156748,0.00142450148008,0.00142450168946,0.00142450150836,0.00142450142974,0.0014245014245
TRAZJGD128F4289D2A,0.000256016444298,0.000256016395996,0.169244953003,0.0829305380634,0.000256016385758,0.00489096323462,0.000256016423281,0.000256016391857,0.000256016412129,0.000256016404618,0.000256016391044,0.00025601645843,0.0696469927213,0.140436609596,0.17797958314,0.352054179733,0.000256016409703,0.000256016391436
TRAZLFO12903CB6C0B,0.00068587114802,0.039179862844,0.27377311141,0.396660051754,0.000685871056242,0.000685871056242,0.000685871106042,0.000685871056242,0.000685871452686,0.000685871136213,0.000685871079117,0.000685871109783,0.166452731975,0.0770603690289,0.000685871181077,0.0386434192507,0.00068587105677,0.000685871299525
TRAQCFH128F92FE30F,0.000193573364691,0.000193573364305,0.000193573365481,0.000193573364321,0.00829088632098,0.000193573372821,0.000193573365827,0.000193573364832,0.0247146074884,0.964090905689,0.000193573378421,0.000193573364928,0.000193573366569,0.000193573364555,0.000193573366339,0.000193573366241,0.000193573364305,0.000193573368332
TRAWFZB128F92FFB99,0.000221336910415,0.0074413837203,0.000221336907396,0.050429476062,0.000221336875368,0.000221336910263,0.0520934473743,0.000221336903322,0.000221336890834,0.000221336884913,0.000221336913423,0.000221336896042,0.197639921007,0.00553973055453,0.148616442629,0.535804892779,0.000221336904789,0.00022133687738
TRARCNN12903CD5262,0.0232147237534,0.000455373433413,0.19441004102,0.000455373500793,0.000455373407048,0.000455373406388,0.0186387077713,0.000455373406874,0.000455373453492,0.00045537349317,0.00866319311353,0.0588981252162,0.000455373448813,0.0570463103009,0.604214050609,0.0303611138227,0.000455373406194,0.00045537343686
TRATOHC128EF3460DA,0.000399680273209,0.0302138207641,0.000399680338609,0.490294294482,0.000399680255803,0.000399680255796,0.000399680305991,0.000399680255865,0.000399680306349,0.000399680263471,0.000399680256936,0.000399680276949,0.000399680319998,0.000399680541917,0.473496680217,0.000399680284112,0.000399680338824,0.000399680263236
TRATNHC12903CFA949,0.000631313226874,0.00063131313551,0.256950836026,0.000631313182411,0.00063131313195,0.000631313131314,0.000631313358996,0.00063131342933,0.0506972975462,0.13409324912,0.0441300276608,0.000631313195129,0.236620250446,0.000631313195148,0.140767021572,0.129796872373,0.000631313134387,0.000631313133968
TRANYAM12903CD9CFC,0.00142450157926,0.0014245014245,0.00142450166527,0.783356259695,0.0014245014245,0.0014245014245,0.00142450144328,0.0014245014245,0.00142450147415,0.00142450153575,0.00142450146923,0.0014245014848,0.0014245015501,0.0226363190633,0.172639899031,0.0014245014602,0.0014245014245,0.0014245014267
TRAEVLO128F933DE9E,0.000315656586784,0.0117274725023,0.202155813506,0.000315656582063,0.000315656586968,0.000315656565657,0.000315656587758,0.000315656572766,0.135874943576,0.452572901592,0.000315656596863,0.000315656571487,0.193565333259,0.000315656582309,0.000315656620529,0.000315656578157,0.000315656567324,0.000315656565657
TRAAWQD12903CAA968,0.000578703727816,0.0231692103543,0.916500136122,0.00057870372404,0.000578703703704,0.000578703703704,0.000578703722879,0.000578703748822,0.00057870371738,0.000578703704553,0.000578703704887,0.000578703747227,0.05165009756,0.000578703749825,0.000578703792403,0.000578703769232,0.000578703740798,0.00057870370649
TRAOXSN128F4282FB5,0.00198412698413,0.00198412698413,0.00198412698424,0.00198412698439,0.966269841266,0.00198412698537,0.00198412698413,0.00198412698413,0.00198412698413,0.00198412698413,0.00198412698413,0.00198412698413,0.0019841269854,0.00198412698413,0.00198412698437,0.00198412698413,0.00198412698515,0.00198412698413
TRBFEIX128F426A5F8,0.000572737745826,0.000572737724875,0.394528858708,0.321954373415,0.000572737691324,0.00057273768614,0.00057273777724,0.000572737689004,0.000572737726594,0.000572737689713,0.000572737707973,0.000572737713212,0.0624429848157,0.000572737734553,0.213055455055,0.00057273773947,0.000572737693014,0.000572737687697
TRAZXBG12903CC5BF2,0.000703234934799,0.000703234890998,0.000703234983673,0.000703234913435,0.000703234880717,0.00070323488045,0.097704613297,0.000703234887111,0.07482230206,0.000703235036549,0.000703234883389,0.000703234923658,0.000703234999473,0.000703234937155,0.816924560793,0.000703234936734,0.000703234881478,0.000703234880578
TRBIAVU128EF3493BA,0.214963142138,0.000399680255795,0.000399680303195,0.000399680313272,0.000399680256086,0.000399680255795,0.589004903378,0.000399680255814,0.0268960955273,0.000399680302524,0.000399680265899,0.00959744263054,0.041620973261,0.000399680285265,0.113121279714,0.000399680294127,0.000399680301,0.000399680261627
TRANMKF128E07995A8,0.231779105402,0.102731301802,0.000375375443126,0.000375375470365,0.000375375375429,0.000375375380151,0.000375375409804,0.000375375376777,0.659858961808,0.000375375375375,0.000375375376033,0.000375375404306,0.000375375410928,0.000375375390559,0.000375375418841,0.000375375398281,0.000375375379452,0.000375375378641
TRASMWP128F92CE9CE,0.145461697027,0.0398132271016,0.000420875483184,0.000420875458826,0.000420875421136,0.000420875420876,0.000420875443994,0.000420875424719,0.000420875565454,0.000420875423722,0.000420875438661,0.156910796395,0.152646827706,0.000420875488705,0.49969607084,0.00042087544974,0.000420875480234,0.000420875430332
TRAKVNJ128F932AF0F,0.000974658917087,0.000974658885408,0.940572487445,0.000974659091624,0.000974658869396,0.000974658869396,0.000974658990074,0.000974658875511,0.000974658898683,0.000974658869396,0.000974658877032,0.0438329691962,0.000974658968564,0.000974659434589,0.000974659066635,0.000974658971753,0.000974658869396,0.000974658904551
TRBFZRA128F427030C,0.0168267191427,0.000200561599732,0.000200561601875,0.000200561608474,0.000200561574482,0.000200561576218,0.000200561629971,0.0126189029703,0.000200561618443,0.000200561619014,0.000200561580099,0.0266236531019,0.00020056160865,0.000200561610355,0.148679735391,0.792643688559,0.000200561626864,0.000200561580768
TRBDVJF128E078894B,0.036352469199,0.000356125356126,0.636780244916,0.000356125432256,0.000356125358627,0.000356125356126,0.000356125422165,0.000356125356278,0.00035612540358,0.000356125364064,0.000356125371691,0.321525405087,0.00035612541524,0.000356125395331,0.000356125409712,0.000356125433254,0.000356125366458,0.000356125357172
TRACTHF128F4295A22,0.0012626263386,0.00126262627455,0.869022107647,0.0473142398136,0.00126262626263,0.00126262626263,0.00126262629804,0.00126262626427,0.00126262693971,0.00126262628277,0.00126262631803,0.00126262653149,0.00126262641836,0.00126262664386,0.0012626264802,0.00126262635584,0.064724256606,0.00126262626263
TRADZZP128F428BCE6,0.0263738106044,0.000250250250796,0.595495689825,0.222013737308,0.000250250250979,0.000250250254216,0.000250250277856,0.000250250250342,0.0264569818056,0.0163184364284,0.0002502502553,0.000250250288057,0.0597460492083,0.000250250259633,0.0448133560627,0.000250250302225,0.00627943611657,0.00025025025094
TRAKORW128F1484DF0,0.0006459948675,0.00064599483705,0.000645994932537,0.000645994966487,0.000645994832042,0.000645994842227,0.000645995061166,0.000645994842133,0.000645994878643,0.000645994880175,0.000645994832042,0.0437810636597,0.252354854499,0.0290715023645,0.665748651068,0.000645994949385,0.0006459948322,0.000645994854595
TRBALIJ128F14884B5,0.0600020194577,0.00059101657571,0.000591016651266,0.000591016597379,0.000591016548464,0.000591016551633,0.379136282233,0.000591016549353,0.00059101659821,0.000591016557995,0.00059101659812,0.000591016597146,0.000591016672791,0.000591016586393,0.124293396678,0.382371873942,0.0465132120528,0.000591016552211
TRACWYD128F1465B4A,0.000519210831675,0.0463561676519,0.00051921085636,0.239947011279,0.000519210799602,0.000519210829899,0.000519210810329,0.000519210799693,0.000519210845469,0.00051921082851,0.000519210821478,0.000519210807647,0.00051921088195,0.705908658532,0.00051921090159,0.000519210824392,0.00051921089721,0.00051921080101
TRABPHE128F42A1E65,0.00102880658436,0.00102880658436,0.00102880658436,0.00102880658436,0.778472839665,0.019568085298,0.00102880658436,0.186526976175,0.00102880658436,0.00102880658436,0.00102880666583,0.00102880658436,0.00102880658599,0.00102880658436,0.00102880658447,0.00102880659073,0.00102880658436,0.00102880659078
TRATUQR128F422F34D,0.000420875547108,0.000420875420876,0.000420875493085,0.000420875455624,0.000420875421634,0.000420875420876,0.000420875513337,0.000420875458665,0.000420875543145,0.000420875448732,0.000420875422891,0.000420875429314,0.502833769386,0.000420875443527,0.404909731879,0.0859433668589,0.000420875434954,0.000420875422923
TRBHHMI128F426779C,0.000712250761954,0.0761637477958,0.0630760983583,0.000712250801173,0.000712250712251,0.000712250712251,0.000712250750911,0.000712250712251,0.000712250877481,0.00071225071714,0.000712250750584,0.000712250798416,0.510216646811,0.000712250753433,0.304037170357,0.0372470769034,0.00071225071389,0.000712250712758
TRAEMTU128EF363016,0.000505050594388,0.000505050518548,0.15115663002,0.253056620457,0.000505050507521,0.000505050546615,0.000505050541001,0.000505050513461,0.000505050512668,0.000505050513109,0.000505050507223,0.000505050556913,0.000505050582583,0.000505050567324,0.465278568764,0.123437473284,0.000505050507106,0.000505050505736
TRANTAD128F92FD042,0.000868055750775,0.000868055573151,0.276175303245,0.000868055750985,0.00086805555661,0.000868055555556,0.0585760814028,0.000868055584831,0.000868055739258,0.000868055573468,0.000868055570067,0.00086805561139,0.530038197827,0.000868055609204,0.123057638839,0.000868055678467,0.000868055556372,0.000868055575468
TRBBILZ12903CB422C,0.0117904432025,0.000444444452653,0.659820000906,0.000444444556758,0.000444444473922,0.000444444647504,0.000444444476615,0.000444444502598,0.000444444547283,0.000444444452511,0.000444444585278,0.000444444500154,0.000444444501121,0.000444444462131,0.313671637178,0.000444444489277,0.000444444499053,0.00849569556655
TRAENOH128F933978A,0.00222222222222,0.00222222222222,0.0022222222224,0.00222222222262,0.79945959442,0.0449848495431,0.00222222222222,0.122222222701,0.00222222222222,0.00222222222222,0.00222222222222,0.00222222222222,0.00222222222248,0.00222222222222,0.00222222222222,0.00222222222222,0.00222222222378,0.00222222222222
TRAXBVE128F932BD11,0.000591016618636,0.0227083506407,0.00059101660558,0.000591016787401,0.000591016548777,0.000591016548464,0.537540914968,0.000591016552708,0.00675309427991,0.00059101655324,0.000591016554705,0.000591016649226,0.221780463487,0.000591016576493,0.203533960879,0.000591016641798,0.000591016557961,0.000591016549899
TRAUCRP128F931364D,0.088598705238,0.000342935532918,0.106514565824,0.186305281143,0.000342935528311,0.00034293563565,0.0715613964802,0.000342935531349,0.000342935545111,0.000342935544704,0.000342935532532,0.00034293559003,0.19431750389,0.000342935552274,0.000342935581116,0.348587320763,0.000342935552265,0.000342935535429
TRBEDIR128F4250FBD,0.019377556359,0.000805153024228,0.363038247161,0.140723728024,0.0158305982821,0.000805153026361,0.000805153111905,0.000805153007018,0.000805153353347,0.000805153342006,0.0143029492064,0.000805153005448,0.115703198089,0.0266078969653,0.255029549027,0.0421398989567,0.000805153080756,0.000805152979068
TRAEROB12903CE3E7D,0.603397859798,0.000187687695629,0.0963182116968,0.000187687703936,0.000187687688211,0.000187687687688,0.017378856437,0.000187687688365,0.00963591764474,0.000187687734471,0.000187687695612,0.000187687705888,0.119857634494,0.0110953617689,0.140251593461,0.000187687717208,0.000187687690469,0.000187687691586
TRBHUDB128F429A663,0.000301932399147,0.918845634734,0.0711815260821,0.000301932375381,0.000301932368589,0.000301932368476,0.000301932381712,0.000301932370098,0.0054438534075,0.000301932371304,0.000301932368585,0.000301932367832,0.000301932389499,0.000301932393857,0.000301932393254,0.000301932396941,0.000301932464718,0.000301932367249
TRAEXEA128F933C67D,0.000555555602096,0.000555555555556,0.000555555643618,0.000555555616845,0.000555555559297,0.00055555557562,0.000555555586943,0.000555555585487,0.000555555658188,0.000555555558839,0.0005555555637,0.000555555643438,0.911881300709,0.0792298097488,0.000555555656001,0.000555555607243,0.000555555561707,0.000555555567301
TRAAVOU128F422F292,0.0877047082244,0.000298685783407,0.0958864260265,0.000298685844976,0.000298685782561,0.000298685819523,0.000298685827884,0.000298685782557,0.0240427359452,0.000298685793486,0.00029868578597,0.0465822072293,0.000298685811632,0.000298685791061,0.741901007177,0.00029868580796,0.000298685784315,0.000298685782773
TRAAXUY128F426BA55,0.000610500650539,0.000610500615084,0.422841651124,0.000610500708876,0.000610500611083,0.000610500610501,0.000610500646769,0.000610500611185,0.016373372554,0.000610500663532,0.000610500612785,0.129450682296,0.000610500674878,0.000610500688252,0.422787284995,0.000610500674469,0.000610500648068,0.000610500615122
TRAPQZO12903CFA319,0.000391236341771,0.000391236307151,0.000391236387801,0.842586646685,0.000391236306743,0.000391236306729,0.000391236405832,0.000391236333906,0.000391236335045,0.000391236344147,0.000391236318968,0.00039123632268,0.0609262457917,0.000391236338943,0.0906185625083,0.000391236344795,0.000391236311539,0.000391236308515
TRBBCBT12903CB0497,0.000351617460312,0.000351617462407,0.169745880579,0.000351617499937,0.000351617446216,0.000351617444422,0.000351617471113,0.000351617440225,0.000351617454615,0.000351617450327,0.000351617442456,0.000351617504554,0.000351617502835,0.655591458496,0.169388398922,0.000351617481133,0.00035161745084,0.000351617492546
TRAKDDB128F92D168A,0.000782472660955,0.000782472632341,0.000782472771145,0.127074614774,0.000782472615244,0.000782472613459,0.000782472652742,0.000782472613459,0.0535447091586,0.000782472623622,0.000782473111026,0.000782472641718,0.000782472752491,0.000782472686053,0.80764358557,0.000782472719511,0.000782472789442,0.000782472613907
TRANHJV128F92D819D,0.000896057405902,0.000896057347671,0.000896057474333,0.549955202472,0.000896057347671,0.000896057347999,0.017794353785,0.000896057347671,0.000896057429479,0.255296407102,0.000896057347929,0.000896057392306,0.000896057407667,0.164409233053,0.000896057533243,0.00089605735939,0.000896057498186,0.000896057348858
TRAEOOH128F934ACD4,0.000544662435605,0.0137855972191,0.000544662414592,0.152596481267,0.000544662309369,0.000544662312324,0.000544662328509,0.000544662309369,0.000544662347873,0.108376649027,0.000544662311209,0.000544662315066,0.717615999518,0.000544662346234,0.000544662408053,0.000544662511601,0.000544662309761,0.000544662309369
TRBGJIZ128F92E42BC,0.461915594508,0.00089605734767,0.000896057532768,0.000896057423872,0.000896057349429,0.00089605734767,0.000896057410049,0.000896057365291,0.000896057374396,0.0008960573483,0.000896057347708,0.000896057396747,0.000896057510582,0.000896057382519,0.523747487141,0.000896057431818,0.000896057434698,0.00089605734767
TRAKOPE128F421CE6A,0.000721500854736,0.0277608488062,0.000721500831098,0.0610662114677,0.000721500721523,0.0252196030851,0.000721500813087,0.000721500745668,0.000721500764462,0.000721500722231,0.000721500741835,0.000721500757572,0.000721500773674,0.000721500768885,0.875852325873,0.00072150079571,0.00072150075607,0.000721500721501
TRASYWM128F14804A5,0.00102880671557,0.0772005248783,0.00102880673203,0.00102880667523,0.00102880663653,0.00102880663244,0.00102880684348,0.00102880658484,0.00102880672679,0.00102880667415,0.00102880660736,0.00102880688716,0.00102880676909,0.00102880671288,0.723771327524,0.183596047184,0.00102880661158,0.00102880660525
TRAXGVY128F933E9C9,0.000925926126814,0.0142406598367,0.12405605414,0.000925926111591,0.000925925930097,0.000925925925927,0.000925925950504,0.000925925927102,0.000925926083366,0.000925925942271,0.000925925972272,0.00092592616304,0.636696290193,0.000925926022865,0.0825043731459,0.130465584635,0.000925925934375,0.000925925958947
TRAGAAF128F9338911,0.0315233962706,0.191939458686,0.000235404928691,0.000235404930546,0.000235404910906,0.000235404896422,0.0178793857107,0.000235404897325,0.0210357760446,0.000235404967295,0.00495409079111,0.000235404948694,0.065418227905,0.000235404920464,0.644188639535,0.0207069758404,0.00023540491806,0.000235404898212
TRAHYON12903CC36EF,0.00118203332889,0.00118203312517,0.00118203328389,0.0603418120178,0.00118203310792,0.00118203309693,0.00118203321474,0.0011820331175,0.00118203310993,0.00118203309693,0.00118203310186,0.0875277944201,0.00118203334209,0.00118203316604,0.241029414996,0.594552513849,0.00118203352692,0.00118203309808
TRAWPBO128F933D918,0.00158730180976,0.00158730161477,0.537557329949,0.060536708883,0.0015873015873,0.00158730167161,0.00158730191095,0.0015873015873,0.00158730170519,0.0015873016263,0.0015873015873,0.00158730195316,0.00158730189128,0.00158730165369,0.00158730183311,0.378096435562,0.0015873015873,0.0015873015873
TRAGNBQ128F149CB93,0.00042735049926,0.201151617882,0.217250165597,0.000427350473384,0.000427350428925,0.000427350427468,0.000427350477853,0.000427350437158,0.0123331870717,0.000427350436888,0.00836915748933,0.0659074421608,0.148861372279,0.287272785718,0.000427350477525,0.037188823171,0.0178192945448,0.000427350427773
